id_code|clean_code|Description|parent_description
5528|810500|Cobalt mattes and other intermediate products of cobalt metallurgy; cobalt and articles thereof, n.e.s.; cobalt waste and scrap (excl. ash and residues containing cobalt)|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5529|810520|Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; cobalt powders|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5530|810530|Cobalt waste and scrap (excl. ash and residues containing cobalt)|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5531|810590|Articles of cobalt, n.e.s.|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5532|810600|Bismuth and articles thereof, n.e.s.; bismuth waste and scrap (excl. ash and residues containing bismuth)|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5533|810700|Cadmium and articles thereof, n.e.s.; cadmium waste and scrap (excl. ash and residues containing cadmium)|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5534|810720|Unwrought cadmium; cadmium powders|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5535|810730|Cadmium waste and scrap (excl. ashes and residues containing cadmium)|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5536|810790|Articles of cadmium, n.e.s.|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5537|810800|Titanium and articles thereof, n.e.s.; titanium waste and scrap (excl. ash and residues containing titanium)|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5538|810820|Unwrought titanium; titanium powders|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5539|810830|Titanium waste and scrap (excl. ash and residues containing titanium)|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5540|810890|Articles of titanium, n.e.s.|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5541|810900|Zirconium and articles thereof, n.e.s.; zirconium waste and scrap (excl. ash and residues containing zirconium)|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5542|810920|Unwrought zirconium; zirconium powders|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5543|810930|Zirconium waste and scrap (excl. ash and residues containing zirconium)|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5544|810990|Articles of zirconium, n.e.s.|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5545|811000|Antimony and articles thereof, n.e.s.; antimony waste and scrap (excl. ash and residues containing antimony)|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5546|811010|Unwrought antimony; antimony powders|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5547|811020|Antimony waste and scrap (excl. ash and residues containing antimony)|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5548|811090|Articles of antimony, n.e.s.|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5549|811100|Manganese and articles thereof, n.e.s.; manganese waste and scrap (excl. ash and residues containing manganese)|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5550|811200|"Beryllium, chromium, germanium, vanadium, gallium, hafnium ""celtium"", indium, niobium ""columbium"", rhenium and thallium, and articles of these metals, n.e.s.; waste and scrap of these metals (excl. ash and residues containing these metals)"|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5552|811212|Unwrought beryllium; beryllium powders|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5553|811213|Beryllium waste and scrap (excl. ashes and residues containing beryllium)|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5554|811219|Articles of beryllium, n.e.s.|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5556|811221|Unwrought chromium; chromium powders|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5557|811222|Chromium waste and scrap (excl. ash and residues containing chromium and chromium alloys containing > 10% by weight of nickel)|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5558|811229|Articles of chromium, n.e.s.|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5560|811251|Unwrought thallium; thallium powders|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5561|811252|Thallium waste and scrap (excl. ashes and residues containing thallium)|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5562|811259|Articles of thallium, n.e.s.|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5564|811292|"Unwrought hafnium ""celtium"", niobium ""columbium"", rhenium, gallium, indium, vanadium and germanium; powders and waste and scrap of these metals (excl. ash and residues containing these metals)"|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5565|811299|"Articles of hafnium ""celtium"", niobium ""columbium"", rhenium, gallium, indium, vanadium and germanium, n.e.s."|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5566|811300|Cermets and articles thereof, n.e.s.; waste and scrap of cermets (excl. ash and residues containing cermets)|OTHER BASE METALS; CERMETS; ARTICLES THEREOF
5567|820021|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5568|820100|Hand tools, the following: spades, shovels, mattocks, picks, hoes, forks and rakes, of base metal; axes, billhooks and similar hewing tools, of base metal; poultry shears, secateurs and pruners of any kind, of base metal; scythes, sickles, hay knives, hedge shears, timber wedges and other tools of a kind used in agriculture, horticulture or forestry, of base metal|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5569|820110|Spades and shovels, with working parts of base metal|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5570|820130|Mattocks, picks, hoes and rakes, with working parts of base metal (excl. ice axes)|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5571|820140|Axes, billhooks and similar hewing tools, with working parts of base metal (excl. ice axes)|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5572|820150|Secateurs and similar one-handed pruners and shears, incl. poultry shears, with working parts of base metal|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5573|820160|Hedge shears, two-handed pruning shears and similar two-handed shears, with working parts of base metal|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5574|820190|Scythes, sickles, hay knives, timber wedges and other hand tools of a kind used in agriculture, horticulture or forestry, with working parts of base metal (excl. spades, shovels, mattocks, picks, hoes, rakes, axes, billhooks and similar hewing tools, poultry shears, secateurs and similar one-handed pruners and shears, hedge shears, two-handed pruning shears and similar two-handed shears)|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5575|820200|Handsaws, with working parts of base metal (excl. power-operated saws); blades for saws of all kinds, incl. slitting, slotting or toothless saw blades, of base metal|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5576|820210|Handsaws, with working parts of base metal (excl. power-operated saws)|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5577|820220|Bandsaw blades of base metal|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5579|820231|Circular saw blades, incl. slitting or slotting saw blades, of base metal, with working parts of steel|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5580|820239|Circular saw blades, incl. slitting or slotting saw blades, and parts thereof, of base metal, with working parts of materials other than steel|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5581|820240|Chainsaw blades of base metal|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5583|820291|Straight saw blades, of base metal, for working metal|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5584|820299|Saw blades, incl. toothless saw blades, of base metal (excl. bandsaw blades, circular saw blades, slitting or slotting saw blades, chainsaw blades and straight saw blades for working metal)|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5585|820300|Files, rasps, pliers, incl. cutting pliers, pincers and tweezers for non-medical use, metal-cutting shears, pipe-cutters, bolt croppers, perforating punches and similar hand tools, of base metal|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5586|820310|Files, rasps and similar hand tools of base metal|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5587|820320|Pliers, incl. cutting pliers, pincers and tweezers for non-medical use and similar hand tools, of base metal|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5588|820330|Metal-cutting shears and similar hand tools, of base metal|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5589|820340|Pipe-cutters, bolt croppers, perforating punches and similar hand tools, of base metal|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5590|820400|Hand-operated spanners and wrenches, incl. torque meter wrenches (excl. tap wrenches), of base metal; interchangeable spanner sockets, with or without handles, of base metal|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5592|820411|Hand-operated spanners and wrenches, incl. torque meter wrenches, of base metal, non-adjustable|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5593|820412|Hand-operated spanners and wrenches, incl. torque meter wrenches, of base metal, adjustable (excl. tap wrenches)|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5594|820420|Interchangeable spanner sockets, with or without handles, of base metal|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5595|820500|Hand tools, incl. glaziers' diamonds, of base metal, n.e.s.; blowlamps and the like; vices, clamps and the like (other than accessories for and parts of machine-tools or water-jet cutting machines); anvils; portable forges; hand-operated or pedal-operated grinding wheels with frameworks|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5596|820510|Hand-operated drilling, threading or tapping hand tools|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5597|820520|Hammers and sledge hammers with working parts of base metal|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5598|820530|Planes, chisels, gouges and similar cutting tools for working wood|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5599|820540|Hand-operated screwdrivers|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5601|820551|Household hand tools, non-mechanical, with working parts of base metal, n.e.s.|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5602|820559|Hand tools, incl. glaziers' diamonds, of base metal, n.e.s.|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5603|820560|Blowlamps and the like (excl. gas-powered blowlamps)|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5604|820570|Vices, clamps and the like (excl. accessories for and parts of machine tools or water-jet cutting machines)|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5605|820590|Anvils; portable forges; hand- or pedal-operated grinding wheels with frameworks; sets of articles of two or more subheadings of heading 8205|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5606|820600|Sets of two or more tools of heading 8202 to 8205, put up in sets for retail sale|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5607|820700|"Tools, interchangeable, for hand tools, whether or not power-operated, or for machine tools ""e.g. for pressing, stamping, punching, tapping, threading, drilling, boring, broaching, milling, turning or screw driving"", incl. dies for drawing or extruding metal, and rock-drilling or earth-boring tools"|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5609|820713|Rock-drilling or earth-boring tools, interchangeable, with working parts of sintered metal carbides or cermets|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5610|820719|Rock-drilling or earth-boring tools, interchangeable, and parts therefor, with working parts of materials other than sintered metal carbide or cermets|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5611|820720|Interchangeable dies for drawing or extruding metal|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5612|820730|Interchangeable tools for pressing, stamping or punching|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5613|820740|Tools for tapping or threading, interchangeable|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5614|820750|Tools for drilling, interchangeable (excl. rock-drilling or earth-boring tools and tools for tapping)|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5615|820760|Interchangeable tools for boring or broaching|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5616|820770|Interchangeable tools for milling|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5617|820780|Interchangeable tools for turning|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5618|820790|Interchangeable tools for hand tools, whether or not power-operated, or for machine tools, n.e.s.|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5619|820800|Knives and cutting blades, of base metal, for machines or for mechanical appliances|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5620|820810|Knives and cutting blades, of base metal, for machines or for mechanical appliances, for metalworking|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
5621|820820|Knives and cutting blades, of base metal, for machines or for mechanical appliances, for wood-working|TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL
